Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
NVDA,NVIDIA Corporation,2021-11-11,2.27,36.35,4321.92,46.85,54.3,112.51,126.72,44.37,84.89,2.26,1.77,0.49,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-11,1.87,17.43,1394.85,34.29,50.25,72.31,154.96,54.59,61.63,25.37,29.63,-4.26,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-11,0.43,3.09,295.56,12.94,12.57,11.9,31.92,26.69,59.27,10.69,11.03,-0.34,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-12,1.11,55.49,4110.34,6.15,0.89,22.53,26.6,28.72,54.27,0.95,1.14,-0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-12,1.37,6.64,2455.22,8.56,6.71,11.84,13.34,30.07,63.84,2.05,1.4,0.65,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-12,1.08,10.1,3917.54,8.96,8.37,35.15,70.62,26.25,70.35,2.1,1.95,0.14,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-12,1.27,8.26,1603.61,5.29,-6,12.67,23.92,31.32,58.03,-1.04,-2.85,1.81,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-12,1.06,9.77,3545.55,14.97,16.41,41.48,57.73,26.7,80.92,8.97,8.86,0.11,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-12,2.27,36.35,4321.92,47.02,52.7,120.97,126.07,44.36,84.26,2.28,1.87,0.4,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-12,1.87,17.43,1394.85,28.26,43.08,75.19,150.98,54.59,50.74,21.96,28.1,-6.14,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-12,0.43,3.09,295.56,13.83,13.46,14.04,31.37,26.68,60.41,10.2,10.87,-0.67,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-15,1.11,55.49,4110.34,3.71,0.75,18.04,26.55,28.71,52.54,0.93,1.1,-0.17,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-15,1.37,6.64,2455.22,4.01,7.64,10.02,13.32,30.06,62.03,2.23,1.57,0.66,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-15,1.08,10.1,3917.54,5.01,7.79,30.31,67.53,26.24,67.61,2.1,1.98,0.12,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-15,1.27,8.26,1603.61,7.02,-4.3,10.01,25.5,31.32,72.77,0.23,-2.24,2.46,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-15,1.06,9.77,3545.55,10.47,14.98,36,56.65,26.7,78.91,8.73,8.83,-0.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-15,2.27,36.35,4321.92,37.34,48.75,110.89,126.04,44.35,78.36,2.23,1.95,0.29,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-15,1.87,17.43,1394.85,20.21,41.3,71.84,148.08,54.58,49.57,18.5,26.18,-7.68,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-15,0.43,3.09,295.56,5.31,10.43,10.8,28.57,26.68,46.06,9.08,10.51,-1.43,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-16,1.11,55.49,4110.34,4.41,0.07,18.83,26.29,28.7,56.5,0.98,1.08,-0.1,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-16,1.37,6.64,2455.22,3.86,7.33,9.86,13.08,30.06,60.69,2.33,1.72,0.61,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-16,1.08,10.1,3917.54,4.6,6.92,29.81,66.71,26.23,54.23,2.03,1.99,0.04,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-16,1.27,8.26,1603.61,5.6,-6.44,8.55,22.94,31.32,71.73,0.85,-1.62,2.47,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-16,1.06,9.77,3545.55,11.6,15.47,37.39,57.72,26.69,73.16,8.71,8.81,-0.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-16,2.27,36.35,4321.92,38.15,51.42,112.14,123.71,44.33,81.02,2.18,1.99,0.19,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-16,1.87,17.43,1394.85,25.11,53.71,78.85,158.46,54.58,51.38,16.68,24.28,-7.6,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-16,0.43,3.09,295.56,5.03,8.15,10.51,27.82,26.67,46.04,8.01,10.01,-2,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.5,-0.25,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-17,1.11,55.49,4110.34,6.13,2.35,21.92,29.35,28.7,53.37,1.2,1.1,0.1,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-17,1.37,6.64,2455.22,4.11,9.47,8.52,13.18,30.05,57.91,2.41,1.86,0.55,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.375,NEUTRAL,MEDIUM,6,0
GOOGL,Alphabet Inc.,2021-11-17,1.08,10.1,3917.54,4.72,8.33,29.36,68.08,26.23,55.66,1.97,1.99,-0.02,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-17,1.27,8.26,1603.61,4.93,-4.93,8.02,23.92,31.31,67.48,1.16,-1.06,2.22,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
MSFT,Microsoft Corporation,2021-11-17,1.06,9.77,3545.55,11.68,16.14,39.15,59.87,26.68,72.42,8.62,8.77,-0.15,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-17,2.27,36.35,4321.92,33.84,50.41,106.65,118.23,44.34,72.22,2.05,2,0.04,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.875,-0.575,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-17,1.87,17.43,1394.85,29.18,63.59,88.79,146.6,54.58,50.99,15.97,22.62,-6.64,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,1,-1,-0.375,0.5625,NEUTRAL,MEDIUM,4.5,0
UNH,UnitedHealth Group Inc.,2021-11-17,0.43,3.09,295.56,4.88,6.82,10.66,29.34,26.67,43.16,7.03,9.41,-2.38,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.25,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-18,1.11,55.49,4110.34,7.88,8.02,26.82,34.58,28.71,72.3,1.7,1.22,0.48,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-18,1.37,6.64,2455.22,7.23,15.46,14.35,19.02,30.08,72.46,3.04,2.09,0.94,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-18,1.08,10.1,3917.54,4.95,10.62,32.46,72.16,26.22,54.71,2.04,2,0.04,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-18,1.27,8.26,1603.61,1,-4.72,9.27,24.53,31.3,61.88,1.22,-0.61,1.83,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-18,1.06,9.77,3545.55,11.26,17.6,41.25,63.03,26.68,67.58,8.61,8.74,-0.13,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-18,2.27,36.35,4321.92,42.54,66.39,126.09,136.12,44.43,76.53,2.11,2.03,0.08,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-18,1.87,17.43,1394.85,26,59.13,89.73,125.3,54.56,48.47,15.43,21.18,-5.75,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-18,0.43,3.09,295.56,5.85,8.08,10.31,32.35,26.66,37.18,6.23,8.78,-2.55,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.25,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-19,1.11,55.49,4110.34,8.08,9.6,29.14,36.16,28.71,78.9,2.29,1.44,0.85,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-19,1.37,6.64,2455.22,6.75,15.33,13.76,17.95,30.07,76.14,3.41,2.36,1.05,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-19,1.08,10.1,3917.54,3.97,9.76,31.13,69.37,26.22,67.64,2,2,0,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-19,1.27,8.26,1603.61,1.56,-2.77,10.11,26.51,31.3,62,1.78,-0.13,1.91,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-19,1.06,9.77,3545.55,11.52,15.83,41.66,62.88,26.67,74.94,8.64,8.72,-0.07,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.3125,-0.2125,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-19,2.27,36.35,4321.92,47.98,66.64,134.6,145.68,44.44,78.5,2.24,2.07,0.17,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-19,1.87,17.43,1394.85,31.56,68.84,101.8,127.74,54.56,43.17,15.92,20.13,-4.21,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-19,0.43,3.09,295.56,3.68,3.19,8.22,32.44,26.67,34.67,4.81,7.98,-3.17,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.3125,-0.0625,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-22,1.11,55.49,4110.34,8.45,8.82,28.75,38.07,28.7,78.28,2.76,1.7,1.06,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-22,1.37,6.64,2455.22,7.11,11.64,11.54,15.27,30.08,66.57,3.25,2.54,0.72,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-22,1.08,10.1,3917.54,6.35,6.46,27.54,68.51,26.22,52.7,1.74,1.95,-0.21,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.875,BUY,MEDIUM,2,1
META,Meta Platforms Inc.,2021-11-22,1.27,8.26,1603.61,5.05,-5.11,7.84,26.44,31.3,59.76,1.86,0.27,1.59,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-22,1.06,9.77,3545.55,10.12,11.86,39.13,62.88,26.67,62.92,8.32,8.64,-0.32,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.75,BUY,MEDIUM,3,1
NVDA,NVIDIA Corporation,2021-11-22,2.27,36.35,4321.92,40.61,53.54,113.24,144.42,44.44,71.34,2.23,2.1,0.13,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-22,1.87,17.43,1394.85,27.17,70.06,99.16,136.28,54.55,48.51,16.64,19.43,-2.79,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-22,0.43,3.09,295.56,-2.59,2.18,7.06,32.61,26.66,34.38,3.47,7.08,-3.61,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.25,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-23,1.11,55.49,4110.34,8.71,7.97,29.07,42.65,28.7,77.03,3.12,1.98,1.14,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-23,1.37,6.64,2455.22,7.33,9.62,11.77,15.55,30.07,63.61,3.12,2.65,0.47,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-23,1.08,10.1,3917.54,5.97,4.1,27.09,68.77,26.21,47.36,1.47,1.85,-0.38,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-23,1.27,8.26,1603.61,3.89,-7.18,6.65,25.64,31.29,54.24,1.6,0.54,1.06,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-23,1.06,9.77,3545.55,9.42,11.04,38.25,62.06,26.66,57.26,7.81,8.47,-0.66,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.3125,-0.2125,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-23,2.27,36.35,4321.92,39.69,44.6,111.84,141.85,44.43,69.76,2.18,2.12,0.07,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-23,1.87,17.43,1394.85,21.91,57.02,90.92,112.52,54.56,39.78,15.75,18.69,-2.95,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-23,0.43,3.09,295.56,-0.45,5.49,9.4,35.37,26.66,39.94,3.09,6.28,-3.19,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.3125,-0.0625,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-24,1.11,55.49,4110.34,9.07,8.39,27.79,41.48,28.69,79.85,3.41,2.27,1.14,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-24,1.37,6.64,2455.22,7.34,8.31,10.34,14.83,30.06,58.24,2.98,2.72,0.26,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-24,1.08,10.1,3917.54,6.22,3.44,23.78,65.68,26.2,42.38,1.27,1.74,-0.46,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-24,1.27,8.26,1603.61,5.07,-6.69,5.06,23.16,31.29,53.95,1.68,0.76,0.92,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-24,1.06,9.77,3545.55,9.5,11.87,35.25,59.33,26.65,53.81,7.34,8.25,-0.91,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-24,2.27,36.35,4321.92,43.77,49.96,109.37,152.42,44.43,63.36,2.2,2.13,0.06,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-24,1.87,17.43,1394.85,22.68,57.52,84.02,100.94,54.54,38.69,15.05,17.97,-2.91,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-24,0.43,3.09,295.56,0.22,6.69,10.33,35.9,26.66,43.79,2.99,5.62,-2.63,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.375,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-26,1.11,55.49,4110.34,5.17,6.44,23.98,35.98,28.71,61.84,3.2,2.46,0.75,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-26,1.37,6.64,2455.22,3.81,5.69,7.33,10.03,30.07,48.91,2.54,2.68,-0.14,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-26,1.08,10.1,3917.54,2.06,0.52,19.47,61.19,26.22,30.89,0.79,1.55,-0.76,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-26,1.27,8.26,1603.61,5.48,-8.58,1.67,20.88,31.29,44.17,1.1,0.83,0.27,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-26,1.06,9.77,3545.55,6.51,10.43,31.58,55.44,26.66,41.81,6.25,7.85,-1.6,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.3125,-0.2125,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-26,2.27,36.35,4321.92,27.45,42.78,100.74,138.28,44.44,57.37,2.09,2.12,-0.04,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-26,1.87,17.43,1394.85,6.23,54.3,74.75,88.49,54.54,36.78,13.43,17.06,-3.63,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-26,0.43,3.09,295.56,-3.24,5.9,7.23,33.93,26.66,37.27,2.11,4.92,-2.81,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.3125,-0.0625,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-29,1.11,55.49,4110.34,7.13,7.99,28.97,38.29,28.71,68.89,3.27,2.62,0.65,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-29,1.37,6.64,2455.22,5.61,6.33,10.5,11.46,30.07,55.27,2.39,2.63,-0.23,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-29,1.08,10.1,3917.54,-1.7,1.06,23.5,62.88,26.22,41.51,0.67,1.37,-0.7,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-29,1.27,8.26,1603.61,4.47,-9.29,2.83,21.68,31.29,49.59,1.01,0.87,0.15,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-29,1.06,9.77,3545.55,1.7,12.52,35.33,57.72,26.67,50.31,5.86,7.45,-1.59,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.3125,-0.2125,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-29,2.27,36.35,4321.92,30.54,47.47,105.54,151.94,44.48,60.13,2.13,2.13,0,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-29,1.87,17.43,1394.85,2.06,59.71,81.85,94.11,54.56,47.53,13.47,16.34,-2.87,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-29,0.43,3.09,295.56,-1.84,8.32,10.52,35.68,26.67,42.16,2.3,4.4,-2.1,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.3125,-0.0625,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-11-30,1.11,55.49,4110.34,10.51,8.11,33.05,39.71,28.72,73.65,3.68,2.83,0.85,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-11-30,1.37,6.64,2455.22,3.99,2.5,8.81,10.7,30.06,44.73,2.03,2.51,-0.48,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-11-30,1.08,10.1,3917.54,-4.15,-1.86,20.41,61.76,26.23,35.46,0.28,1.15,-0.87,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
META,Meta Platforms Inc.,2021-11-30,1.27,8.26,1603.61,0.28,-14.76,-1.3,17.15,31.31,43.3,-0.14,0.67,-0.8,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.25,-0.75,-0.375,0.625,NEUTRAL,MEDIUM,4,0
MSFT,Microsoft Corporation,2021-11-30,1.06,9.77,3545.55,-0.13,9.09,32.9,55.73,26.67,44.87,5.02,6.96,-1.94,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2021-11-30,2.27,36.35,4321.92,27.81,44.05,101.23,144.08,44.48,57.62,2.08,2.12,-0.04,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2021-11-30,1.87,17.43,1394.85,2.76,56.62,83.1,101.68,54.54,65.38,13.56,15.78,-2.23,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.875,-1,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
UNH,UnitedHealth Group Inc.,2021-11-30,0.43,3.09,295.56,-3.53,6.57,8.62,33.98,26.68,36.36,1.84,3.89,-2.05,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.375,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2021-12-01,1.11,55.49,4110.34,10.78,8.2,32.97,35.09,28.71,79.8,3.92,3.05,0.87,Technology,Consumer Electronics,-0.5,-1,-0.875,0.5,-0.5,-0.475,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2021-12-01,1.37,6.64,2455.22,3.79,-1.01,6.99,6.95,30.06,46.93,1.47,2.3,-0.83,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.125,-0.625,-0.4,0.4375,NEUTRAL,MEDIUM,5.5,0
GOOGL,Alphabet Inc.,2021-12-01,1.08,10.1,3917.54,-1.7,-2.87,18.47,57.13,26.23,38.98,-0.1,0.9,-1,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.75,-0.125,-0.225,0.75,BUY,MEDIUM,3,1
