Symbol,Name,Date,Close,Volume,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance,Mkt_RF,SMB,HML,RMW,CMA
AMZN,Amazon.com Inc.,2021-07-12,185.93,51432000,1.22,6.43,1987.61,11.01,10.04,16.84,16.2,20.7,75.03,5.02,3.77,1.24,Consumer Cyclical,Internet Retail,0.6,0.09999999999999998,0.19999999999999996,0.3,0.4,0.33,10.0,STRONG_SELL,HIGH,33.0,1,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
GOOGL,Alphabet Inc.,2021-07-12,126.02,17668000,1.31,9.57,733.2,4.29,13.14,41.25,65.01,13.54,77.69,1.95,1.76,0.19,Communication Services,Internet Content & Information,0.44999999999999996,0.0,0.6,0.8,0.9,0.57,90.0,STRONG_BUY,HIGH,56.99999999999999,1,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
IONQ,IonQ Inc.,2021-07-12,10.46,173900,1.18,7.11,3.71,-0.85,-3.51,-5.0,0.0,14.88,62.93,0.06,0.06,-0.0,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,80.0,STRONG_BUY,HIGH,55.50000000000001,1,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
META,Meta Platforms Inc.,2021-07-12,350.71,10018600,1.38,8.54,763.81,6.23,13.36,31.99,44.11,22.03,67.85,6.48,6.78,-0.3,Communication Services,Internet Content & Information,0.30000000000000004,0.30000000000000004,0.5,0.5,0.30000000000000004,0.38,20.0,STRONG_SELL,HIGH,38.0,1,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
MSFT,Microsoft Corporation,2021-07-12,267.33,18931700,1.31,9.75,1986.88,7.81,8.62,26.86,31.05,13.8,78.5,6.23,5.68,0.55,Technology,Software - Infrastructure,0.44999999999999996,0.6,0.4,0.4,0.8,0.53,70.0,BUY,MEDIUM,53.0,0,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
NVDA,NVIDIA Corporation,2021-07-12,20.47,321984000,1.77,36.33,497.44,17.72,34.9,54.59,95.97,30.22,75.59,0.95,1.0,-0.05,Technology,Semiconductors,0.09999999999999998,0.5,0.30000000000000004,0.9,0.19999999999999996,0.46,50.0,NEUTRAL,MEDIUM,46.0,0,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
PLTR,Palantir Technologies Inc.,2021-07-12,22.95,23457200,0.65,67.9,52.43,-4.93,-1.67,-8.93,0.0,41.89,33.98,-0.08,0.4,-0.48,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,60.0,BUY,MEDIUM,48.5,0,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
TSLA,Tesla Inc.,2021-07-12,228.57,77781000,2.19,20.36,760.17,12.39,-2.32,-22.08,121.96,37.54,68.98,4.0,3.78,0.22,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.0,1.0,0.09999999999999998,0.45999999999999996,40.0,SELL,MEDIUM,46.0,0,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
UNH,UnitedHealth Group Inc.,2021-07-12,386.25,2802600,0.72,3.16,349.88,4.0,10.97,15.32,45.0,14.09,71.73,2.94,1.37,1.57,Healthcare,Healthcare Plans,0.8,0.4,0.7,0.6,0.7,0.63,100.0,STRONG_BUY,HIGH,63.0,1,0.0023,-0.0002,0.005600000000000001,0.0028000000000000004,-0.0027
AAPL,Apple Inc.,2021-07-13,142.23,100827100,1.56,55.02,2101.59,14.36,8.52,13.28,53.57,15.63,83.74,4.22,3.37,0.85,Technology,Consumer Electronics,0.19999999999999996,0.09999999999999998,0.0,0.7,0.5,0.36999999999999994,10.0,STRONG_SELL,HIGH,36.99999999999999,1,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
AMZN,Amazon.com Inc.,2021-07-13,183.87,76918000,1.22,6.43,1965.59,9.88,8.16,18.08,18.47,21.12,66.58,4.97,4.01,0.96,Consumer Cyclical,Internet Retail,0.6,0.5,0.09999999999999998,0.3,0.4,0.4,20.0,STRONG_SELL,HIGH,40.0,1,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
GOOGL,Alphabet Inc.,2021-07-13,126.39,19240000,1.3,9.57,735.32,4.8,12.97,45.01,68.42,13.46,77.32,2.03,1.81,0.22,Communication Services,Internet Content & Information,0.44999999999999996,0.09999999999999998,0.6,0.8,0.9,0.59,100.0,STRONG_BUY,HIGH,59.0,1,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
IONQ,IonQ Inc.,2021-07-13,10.31,118400,1.19,7.11,3.65,-2.46,-4.09,-7.7,0.0,15.56,58.4,0.04,0.06,-0.01,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,80.0,STRONG_BUY,HIGH,55.50000000000001,1,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
META,Meta Platforms Inc.,2021-07-13,349.65,11456000,1.38,8.54,761.49,6.29,13.67,37.09,47.32,21.68,62.37,6.28,6.68,-0.4,Communication Services,Internet Content & Information,0.30000000000000004,0.4,0.5,0.6,0.30000000000000004,0.43,40.0,SELL,MEDIUM,43.0,0,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
MSFT,Microsoft Corporation,2021-07-13,270.86,26120100,1.3,9.75,2013.11,8.95,8.95,29.79,37.01,14.06,79.13,6.34,5.82,0.53,Technology,Software - Infrastructure,0.44999999999999996,0.09999999999999998,0.30000000000000004,0.4,0.8,0.42000000000000004,30.0,SELL,MEDIUM,42.00000000000001,0,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
NVDA,NVIDIA Corporation,2021-07-13,20.2,290708000,1.76,36.33,491.08,13.6,29.18,48.75,101.68,28.49,67.58,0.91,0.98,-0.08,Technology,Semiconductors,0.09999999999999998,0.6,0.4,0.9,0.19999999999999996,0.49000000000000005,70.0,BUY,MEDIUM,49.00000000000001,0,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
PLTR,Palantir Technologies Inc.,2021-07-13,22.45,24748800,0.66,67.9,51.28,-9.0,-11.68,-13.42,0.0,42.26,31.99,-0.22,0.28,-0.5,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,60.0,BUY,MEDIUM,48.5,0,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
TSLA,Tesla Inc.,2021-07-13,222.85,62898300,2.19,20.36,741.15,9.62,-12.3,-17.59,123.28,38.27,62.11,3.89,3.8,0.08,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.19999999999999996,1.0,0.09999999999999998,0.48,50.0,NEUTRAL,MEDIUM,48.0,0,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
UNH,UnitedHealth Group Inc.,2021-07-13,388.57,2948900,0.74,3.16,351.98,5.58,12.17,16.86,41.75,14.17,72.96,3.52,1.8,1.72,Healthcare,Healthcare Plans,0.8,0.30000000000000004,0.7,0.5,0.7,0.5800000000000001,90.0,STRONG_BUY,HIGH,58.00000000000001,1,-0.0055000000000000005,-0.0121,-0.0040999999999999995,0.0075,0.0012
AAPL,Apple Inc.,2021-07-14,145.65,127050800,1.56,55.02,2152.24,14.31,13.16,16.17,54.71,16.36,87.66,4.55,3.61,0.95,Technology,Consumer Electronics,0.19999999999999996,0.09999999999999998,0.0,0.7,0.6,0.38999999999999996,10.0,STRONG_SELL,HIGH,38.99999999999999,1,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
AMZN,Amazon.com Inc.,2021-07-14,184.08,65932000,1.23,6.43,1967.9,8.8,10.46,17.97,19.38,21.07,67.07,4.9,4.19,0.71,Consumer Cyclical,Internet Retail,0.6,0.4,0.19999999999999996,0.3,0.4,0.39,20.0,STRONG_SELL,HIGH,39.0,1,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
GOOGL,Alphabet Inc.,2021-07-14,127.28,23742000,1.31,9.57,740.49,4.73,14.4,47.62,68.64,13.32,80.97,2.14,1.88,0.26,Communication Services,Internet Content & Information,0.44999999999999996,0.09999999999999998,0.6,0.8,0.9,0.59,100.0,STRONG_BUY,HIGH,59.0,1,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
IONQ,IonQ Inc.,2021-07-14,10.13,339900,1.19,7.11,3.59,-3.71,-4.34,-9.39,0.0,16.46,50.7,0.01,0.05,-0.03,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.5,0.535,80.0,STRONG_BUY,HIGH,53.5,1,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
META,Meta Platforms Inc.,2021-07-14,345.22,13894200,1.38,8.54,751.85,3.22,14.8,38.45,45.01,22.11,56.32,5.7,6.48,-0.78,Communication Services,Internet Content & Information,0.30000000000000004,0.5,0.5,0.6,0.30000000000000004,0.45,30.0,SELL,MEDIUM,45.0,0,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
MSFT,Microsoft Corporation,2021-07-14,272.33,23113700,1.31,9.75,2024.07,8.7,10.79,32.05,36.91,13.5,80.96,6.48,5.95,0.53,Technology,Software - Infrastructure,0.44999999999999996,0.09999999999999998,0.4,0.5,0.8,0.45999999999999996,40.0,SELL,MEDIUM,46.0,0,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
NVDA,NVIDIA Corporation,2021-07-14,19.8,380100000,1.75,36.33,481.17,10.12,29.91,47.22,91.43,29.56,59.53,0.83,0.95,-0.12,Technology,Semiconductors,0.09999999999999998,0.6,0.30000000000000004,0.9,0.19999999999999996,0.48000000000000004,60.0,BUY,MEDIUM,48.00000000000001,0,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
PLTR,Palantir Technologies Inc.,2021-07-14,21.56,33796200,0.66,67.9,49.25,-13.76,-9.03,-17.65,0.0,43.73,21.32,-0.4,0.14,-0.54,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,70.0,BUY,MEDIUM,48.5,0,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
TSLA,Tesla Inc.,2021-07-14,217.79,64923600,2.2,20.36,724.34,5.78,-10.77,-23.08,115.38,38.95,49.05,3.35,3.71,-0.37,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.09999999999999998,1.0,0.09999999999999998,0.47,50.0,NEUTRAL,MEDIUM,47.0,0,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
UNH,UnitedHealth Group Inc.,2021-07-14,385.04,3538700,0.73,3.16,348.79,4.28,10.82,16.89,36.45,13.91,71.85,3.66,2.17,1.48,Healthcare,Healthcare Plans,0.8,0.30000000000000004,0.7,0.4,0.7,0.55,90.0,STRONG_BUY,HIGH,55.00000000000001,1,-0.0025,-0.0116,0.0034999999999999996,0.0194,0.0063
AAPL,Apple Inc.,2021-07-15,145.0,106820300,1.56,55.02,2142.57,14.53,10.58,13.8,52.96,16.65,86.07,4.71,3.83,0.88,Technology,Consumer Electronics,0.19999999999999996,0.09999999999999998,0.0,0.7,0.5,0.36999999999999994,10.0,STRONG_SELL,HIGH,36.99999999999999,1,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
AMZN,Amazon.com Inc.,2021-07-15,181.56,63706000,1.24,6.43,1940.92,7.33,7.46,14.7,20.68,21.73,67.62,4.59,4.27,0.32,Consumer Cyclical,Internet Retail,0.6,0.4,0.19999999999999996,0.3,0.4,0.39,20.0,STRONG_SELL,HIGH,39.0,1,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
GOOGL,Alphabet Inc.,2021-07-15,126.05,24218000,1.32,9.57,733.37,4.6,11.15,45.38,67.46,13.64,71.01,2.11,1.92,0.18,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.6,0.8,0.9,0.6200000000000001,100.0,STRONG_BUY,HIGH,62.000000000000014,1,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
IONQ,IonQ Inc.,2021-07-15,10.11,276600,1.19,7.11,3.58,-3.25,-4.08,-9.73,0.0,16.47,42.4,-0.01,0.04,-0.05,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,90.0,STRONG_BUY,HIGH,55.50000000000001,1,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
META,Meta Platforms Inc.,2021-07-15,342.07,14781600,1.39,8.54,744.99,2.29,11.9,36.89,43.36,22.34,51.14,4.93,6.17,-1.24,Communication Services,Internet Content & Information,0.30000000000000004,0.5,0.5,0.6,0.30000000000000004,0.45,30.0,SELL,MEDIUM,45.0,0,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
MSFT,Microsoft Corporation,2021-07-15,270.9,22604200,1.31,9.75,2013.47,8.77,8.55,30.5,36.39,13.72,75.7,6.39,6.04,0.36,Technology,Software - Infrastructure,0.5,0.19999999999999996,0.4,0.4,0.8,0.4600000000000001,40.0,SELL,MEDIUM,46.00000000000001,0,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
NVDA,NVIDIA Corporation,2021-07-15,18.92,550564000,1.77,36.33,459.95,6.62,17.56,40.24,85.67,32.08,47.53,0.69,0.9,-0.21,Technology,Semiconductors,0.09999999999999998,0.6,0.30000000000000004,0.9,0.19999999999999996,0.48000000000000004,60.0,BUY,MEDIUM,48.00000000000001,0,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
PLTR,Palantir Technologies Inc.,2021-07-15,21.47,31871000,0.66,67.9,49.04,-12.04,-7.26,-15.8,0.0,39.56,18.53,-0.54,0.0,-0.55,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,70.0,BUY,MEDIUM,48.5,0,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
TSLA,Tesla Inc.,2021-07-15,216.87,60628800,2.2,20.36,721.26,8.55,-11.94,-23.85,110.41,37.81,40.06,2.81,3.53,-0.72,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.09999999999999998,1.0,0.09999999999999998,0.47,50.0,NEUTRAL,MEDIUM,47.0,0,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
UNH,UnitedHealth Group Inc.,2021-07-15,389.97,3546500,0.73,3.16,353.25,5.32,8.1,19.17,40.22,14.3,73.07,4.11,2.56,1.55,Healthcare,Healthcare Plans,0.8,0.0,0.7,0.5,0.7,0.52,80.0,STRONG_BUY,HIGH,52.0,1,-0.0038,-0.0026,0.0079,0.0034000000000000002,-0.0007000000000000001
AAPL,Apple Inc.,2021-07-16,142.96,93251400,1.56,55.02,2112.41,12.48,9.3,13.92,52.69,16.84,79.28,4.61,3.98,0.63,Technology,Consumer Electronics,0.19999999999999996,0.30000000000000004,0.09999999999999998,0.7,0.5,0.42,20.0,STRONG_SELL,HIGH,42.0,1,-0.0076,-0.004,-0.0127,0.0013,-0.0084
AMZN,Amazon.com Inc.,2021-07-16,178.68,80874000,1.25,6.43,1910.14,4.64,5.12,14.27,19.12,21.83,66.34,4.06,4.23,-0.17,Consumer Cyclical,Internet Retail,0.6,0.5,0.0,0.3,0.4,0.39,10.0,STRONG_SELL,HIGH,39.0,1,-0.0076,-0.004,-0.0127,0.0013,-0.0084
GOOGL,Alphabet Inc.,2021-07-16,126.02,20424000,1.31,9.57,733.17,5.13,11.24,46.71,67.63,13.18,70.75,2.05,1.95,0.1,Communication Services,Internet Content & Information,0.4,0.19999999999999996,0.6,0.8,0.9,0.6000000000000001,100.0,STRONG_BUY,HIGH,60.00000000000001,1,-0.0076,-0.004,-0.0127,0.0013,-0.0084
IONQ,IonQ Inc.,2021-07-16,10.12,214800,1.18,7.11,3.59,-2.97,-2.41,-11.54,0.0,16.42,38.46,-0.03,0.02,-0.05,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,90.0,STRONG_BUY,HIGH,55.50000000000001,1,-0.0076,-0.004,-0.0127,0.0013,-0.0084
META,Meta Platforms Inc.,2021-07-16,338.79,11026100,1.39,8.54,737.85,3.04,11.42,38.89,41.6,22.34,49.82,4.01,5.74,-1.73,Communication Services,Internet Content & Information,0.30000000000000004,0.4,0.5,0.6,0.30000000000000004,0.43,30.0,SELL,MEDIUM,43.0,0,-0.0076,-0.004,-0.0127,0.0013,-0.0084
MSFT,Microsoft Corporation,2021-07-16,270.63,26186800,1.3,9.75,2011.46,9.08,7.92,32.4,39.01,13.44,79.67,6.23,6.08,0.16,Technology,Software - Infrastructure,0.5,0.09999999999999998,0.4,0.5,0.8,0.47,50.0,NEUTRAL,MEDIUM,47.0,0,-0.0076,-0.004,-0.0127,0.0013,-0.0084
NVDA,NVIDIA Corporation,2021-07-16,18.12,688224000,1.78,36.33,440.42,1.97,14.16,37.66,79.4,34.74,42.05,0.51,0.82,-0.31,Technology,Semiconductors,0.09999999999999998,0.6,0.19999999999999996,0.9,0.09999999999999998,0.45000000000000007,40.0,SELL,MEDIUM,45.00000000000001,0,-0.0076,-0.004,-0.0127,0.0013,-0.0084
PLTR,Palantir Technologies Inc.,2021-07-16,21.37,19503100,0.66,67.9,48.82,-13.83,-4.9,-14.25,0.0,38.56,15.72,-0.65,-0.13,-0.53,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,60.0,BUY,MEDIUM,48.5,0,-0.0076,-0.004,-0.0127,0.0013,-0.0084
TSLA,Tesla Inc.,2021-07-16,214.74,49113000,2.19,20.36,714.19,6.51,-12.92,-23.76,114.65,34.13,40.49,2.19,3.26,-1.07,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.30000000000000004,1.0,0.19999999999999996,0.51,80.0,STRONG_BUY,HIGH,51.0,1,-0.0076,-0.004,-0.0127,0.0013,-0.0084
UNH,UnitedHealth Group Inc.,2021-07-16,389.65,2625400,0.73,3.16,352.96,6.04,7.73,20.6,38.7,14.27,68.36,4.4,2.93,1.47,Healthcare,Healthcare Plans,0.8,0.0,0.7,0.4,0.7,0.49,70.0,BUY,MEDIUM,49.0,0,-0.0076,-0.004,-0.0127,0.0013,-0.0084
AAPL,Apple Inc.,2021-07-19,139.11,121434600,1.57,55.02,2055.56,8.09,5.82,12.4,48.88,18.83,65.37,4.18,4.02,0.16,Technology,Consumer Electronics,0.19999999999999996,0.30000000000000004,0.0,0.7,0.5,0.41,20.0,STRONG_SELL,HIGH,41.0,1,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
AMZN,Amazon.com Inc.,2021-07-19,177.48,75692000,1.24,6.43,1897.29,1.73,5.27,14.35,19.84,22.03,60.4,3.51,4.08,-0.58,Consumer Cyclical,Internet Retail,0.6,0.4,0.30000000000000004,0.3,0.4,0.4,10.0,STRONG_SELL,HIGH,40.0,1,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
GOOGL,Alphabet Inc.,2021-07-19,123.64,27968000,1.31,9.57,719.36,2.33,8.81,44.22,64.26,13.59,57.79,1.8,1.92,-0.12,Communication Services,Internet Content & Information,0.4,0.19999999999999996,0.6,0.8,0.8,0.5800000000000001,100.0,STRONG_BUY,HIGH,58.00000000000001,1,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
IONQ,IonQ Inc.,2021-07-19,9.95,701800,1.17,7.11,3.53,-3.49,-2.93,-11.32,0.0,17.08,28.23,-0.05,0.01,-0.06,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,90.0,STRONG_BUY,HIGH,55.50000000000001,1,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
META,Meta Platforms Inc.,2021-07-19,334.61,14372300,1.38,8.54,728.75,0.13,11.48,34.05,39.22,22.41,30.4,2.91,5.18,-2.26,Communication Services,Internet Content & Information,0.30000000000000004,0.5,0.5,0.6,0.30000000000000004,0.45,40.0,SELL,MEDIUM,45.0,0,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
MSFT,Microsoft Corporation,2021-07-19,267.03,32935600,1.3,9.75,1984.66,6.17,7.31,30.87,37.86,13.5,65.61,5.75,6.01,-0.26,Technology,Software - Infrastructure,0.5,0.0,0.4,0.5,0.9,0.47,50.0,NEUTRAL,MEDIUM,47.0,0,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
NVDA,NVIDIA Corporation,2021-07-19,18.74,749060000,1.74,36.33,455.42,0.66,22.28,46.12,84.3,34.59,38.27,0.41,0.74,-0.33,Technology,Semiconductors,0.09999999999999998,0.6,0.09999999999999998,0.9,0.09999999999999998,0.44000000000000006,30.0,SELL,MEDIUM,44.00000000000001,0,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
PLTR,Palantir Technologies Inc.,2021-07-19,21.54,30314400,0.65,67.9,49.2,-15.36,-1.82,-15.99,0.0,38.24,10.86,-0.72,-0.25,-0.48,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,60.0,BUY,MEDIUM,48.5,0,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
TSLA,Tesla Inc.,2021-07-19,215.41,63891300,2.17,20.36,716.4,4.8,-9.57,-21.78,115.29,31.77,33.72,1.73,2.96,-1.22,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.19999999999999996,1.0,0.19999999999999996,0.49999999999999994,70.0,BUY,MEDIUM,49.99999999999999,0,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
UNH,UnitedHealth Group Inc.,2021-07-19,379.77,3611300,0.74,3.16,344.01,3.32,5.31,17.28,35.45,16.1,58.03,3.78,3.1,0.68,Healthcare,Healthcare Plans,0.8,0.09999999999999998,0.7,0.4,0.7,0.51,80.0,STRONG_BUY,HIGH,51.0,1,-0.014199999999999999,0.0004,-0.0177,-0.0043,-0.0111
AAPL,Apple Inc.,2021-07-20,142.72,96350000,1.56,55.02,2108.95,12.03,9.98,14.7,49.59,19.81,68.12,4.08,4.03,0.04,Technology,Consumer Electronics,0.19999999999999996,0.30000000000000004,0.0,0.7,0.5,0.41,20.0,STRONG_SELL,HIGH,41.0,1,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
AMZN,Amazon.com Inc.,2021-07-20,178.66,65114000,1.21,6.43,1909.91,2.47,7.15,14.5,11.77,21.98,61.85,3.13,3.89,-0.77,Consumer Cyclical,Internet Retail,0.6,0.5,0.09999999999999998,0.3,0.4,0.4,10.0,STRONG_SELL,HIGH,40.0,1,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
GOOGL,Alphabet Inc.,2021-07-20,125.26,26312000,1.3,9.57,728.78,5.08,10.76,41.45,61.41,14.0,63.59,1.71,1.88,-0.17,Communication Services,Internet Content & Information,0.4,0.09999999999999998,0.6,0.8,0.8,0.56,95.0,STRONG_BUY,HIGH,56.00000000000001,1,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
IONQ,IonQ Inc.,2021-07-20,9.95,728400,1.15,7.11,3.53,-3.3,-3.4,-12.1,0.0,16.53,24.58,-0.07,-0.01,-0.07,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.6,0.555,80.0,STRONG_BUY,HIGH,55.50000000000001,1,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
META,Meta Platforms Inc.,2021-07-20,339.29,11024300,1.38,8.54,738.94,3.64,12.89,30.85,39.21,22.11,39.49,2.39,4.62,-2.23,Communication Services,Internet Content & Information,0.30000000000000004,0.4,0.5,0.6,0.30000000000000004,0.43,30.0,SELL,MEDIUM,43.0,0,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
MSFT,Microsoft Corporation,2021-07-20,269.26,26259700,1.28,9.75,2001.21,7.67,8.4,29.65,33.28,13.33,65.13,5.48,5.9,-0.42,Technology,Software - Infrastructure,0.5,0.0,0.4,0.4,0.9,0.44000000000000006,40.0,SELL,MEDIUM,44.00000000000001,0,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
NVDA,NVIDIA Corporation,2021-07-20,18.57,434687000,1.71,36.33,451.36,-0.14,22.71,42.97,77.28,34.75,36.56,0.32,0.66,-0.34,Technology,Semiconductors,0.09999999999999998,0.6,0.30000000000000004,0.9,0.09999999999999998,0.4600000000000001,50.0,NEUTRAL,MEDIUM,46.00000000000001,0,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
PLTR,Palantir Technologies Inc.,2021-07-20,22.18,22954000,0.66,67.9,50.67,-12.57,1.84,-16.68,0.0,38.96,19.73,-0.72,-0.34,-0.38,Technology,Software - Infrastructure,0.9,0.9,0.8,0.15,0.0,0.485,60.0,BUY,MEDIUM,48.5,0,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
TSLA,Tesla Inc.,2021-07-20,220.17,46461300,2.14,20.36,732.23,5.97,-8.14,-21.79,101.0,32.2,42.6,1.73,2.71,-0.98,Consumer Cyclical,Auto Manufacturers,0.0,0.7,0.19999999999999996,1.0,0.19999999999999996,0.49999999999999994,70.0,BUY,MEDIUM,49.99999999999999,0,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
UNH,UnitedHealth Group Inc.,2021-07-20,383.4,3186700,0.75,3.16,347.3,6.06,4.53,18.11,38.13,15.77,65.53,3.55,3.19,0.36,Healthcare,Healthcare Plans,0.8,0.19999999999999996,0.7,0.5,0.7,0.56,95.0,STRONG_BUY,HIGH,56.00000000000001,1,0.017,0.0086,0.0014000000000000002,-0.0058,0.0033
AAPL,Apple Inc.,2021-07-21,141.99,74993500,1.56,55.02,2098.13,9.9,9.1,10.48,50.91,20.02,65.5,3.89,4.01,-0.11,Technology,Consumer Electronics,0.19999999999999996,0.30000000000000004,0.0,0.7,0.5,0.41,10.0,STRONG_SELL,HIGH,41.0,1,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008
AMZN,Amazon.com Inc.,2021-07-21,179.26,46380000,1.21,6.43,1916.33,3.8,6.64,9.86,14.24,21.38,63.64,2.84,3.68,-0.84,Consumer Cyclical,Internet Retail,0.6,0.5,0.19999999999999996,0.3,0.4,0.41000000000000003,20.0,STRONG_SELL,HIGH,41.0,1,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008
GOOGL,Alphabet Inc.,2021-07-21,126.59,20746000,1.3,9.57,736.52,4.71,11.97,35.69,63.95,14.19,67.46,1.72,1.85,-0.12,Communication Services,Internet Content & Information,0.4,0.09999999999999998,0.6,0.8,0.8,0.56,90.0,STRONG_BUY,HIGH,56.00000000000001,1,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008
IONQ,IonQ Inc.,2021-07-21,9.92,626900,1.14,7.11,3.51,-2.36,-5.34,-12.37,0.0,15.36,14.02,-0.09,-0.03,-0.07,Technology,Computer Hardware,0.7,0.8,0.9,0.15,0.7,0.5750000000000001,100.0,STRONG_BUY,HIGH,57.50000000000001,1,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008
META,Meta Platforms Inc.,2021-07-21,343.83,9279700,1.38,8.54,748.82,4.2,14.85,29.44,43.22,22.24,48.49,2.32,4.16,-1.84,Communication Services,Internet Content & Information,0.30000000000000004,0.4,0.5,0.6,0.30000000000000004,0.43,30.0,SELL,MEDIUM,43.0,0,0.0095,0.0073,0.008100000000000001,-0.0096,0.0008
